id,power,speed,angle,energy,depth,t_inters
3601.1,3000,0.129872727272727,-20,23.0995380092398,1.156,0.576652631947361
3602.1,3000,0.129872727272727,-20,23.0995380092398,1.292,0.589372777544449
3603.1,3000,0.129872727272727,-20,23.0995380092398,1.098,0.587671111577768
3604.1,3000,0.129872727272727,-20,23.0995380092398,1.196,0.586947326053479
3605.1,3000,0.129872727272727,-20,23.0995380092398,1.175,0.57515116197676
3606.1,3000,0.129872727272727,-20,23.0995380092398,1.235,0.574558273834523
3607.1,3000,0.129872727272727,-20,23.0995380092398,1.118,0.587717310653787
3608.1,3000,0.129872727272727,-20,23.0995380092398,1.198,0.588787589248215
3609.1,3000,0.129872727272727,-20,23.0995380092398,1.078,0.575620852582948
3610.1,3000,0.129872727272727,-20,23.0995380092398,1.027,0.574234880302394
3701.1,3500,0.151518181818182,-10,23.0995380092398,1.425,0.50904457850843
3702.1,3500,0.151518181818182,-10,23.0995380092398,1.293,0.497402411351773
3703.1,3500,0.151518181818182,-10,23.0995380092398,1.237,0.497402411351773
3704.1,3500,0.151518181818182,-10,23.0995380092398,1.276,0.497402411351773
3705.1,3500,0.151518181818182,-10,23.0995380092398,1.223,0.496280433791324
3706.1,3500,0.151518181818182,-10,23.0995380092398,1.405,0.508767384052319
3707.1,3500,0.151518181818182,-10,23.0995380092398,1.237,0.495422450950981
3708.1,3500,0.151518181818182,-10,23.0995380092398,1.272,0.507711405171897
3709.1,3500,0.151518181818182,-10,23.0995380092398,1.353,0.506866622067559
3710.1,3500,0.151518181818182,-10,23.0995380092398,1.247,0.507830202795944
3801.1,4000,0.173163636363636,-10,23.0995380092398,1.036,0.430202053758925
3802.1,4000,0.173163636363636,-10,23.0995380092398,1.299,0.428683259134817
3803.1,4000,0.173163636363636,-10,23.0995380092398,1.306,0.441405329693406
3804.1,4000,0.173163636363636,-10,23.0995380092398,1.279,0.439395669886602
3805.1,4000,0.173163636363636,-10,23.0995380092398,1.37,0.427955623687526
3806.1,4000,0.173163636363636,-10,23.0995380092398,1.322,0.426858395632087
3807.1,4000,0.173163636363636,-10,23.0995380092398,1.332,0.426858395632087
3808.1,4000,0.173163636363636,-10,23.0995380092398,1.285,0.437634330113398
3809.1,4000,0.173163636363636,-10,23.0995380092398,1.32,0.43861606047879
3810.1,4000,0.173163636363636,-10,23.0995380092398,1.32,0.425541721965561
3901.1,4500,0.194809090909091,-10,23.0995380092398,1.316,0.385216848196369
3902.1,4500,0.194809090909091,-10,23.0995380092398,1.421,0.385216848196369
3903.1,4500,0.194809090909091,-10,23.0995380092398,1.21,0.384472529749405
3904.1,4500,0.194809090909091,-10,23.0995380092398,1.339,0.373112690279528
3905.1,4500,0.194809090909091,-10,23.0995380092398,1.373,0.383907874375846
3906.1,4500,0.194809090909091,-10,23.0995380092398,1.397,0.373112690279528
3907.1,4500,0.194809090909091,-10,23.0995380092398,1.279,0.383805209762471
3908.1,4500,0.194809090909091,-10,23.0995380092398,1.361,0.372922760744785
3909.1,4500,0.194809090909091,-10,23.0995380092398,1.456,0.383856542069159
3910.1,4500,0.194809090909091,-10,23.0995380092398,1.244,0.384318532829343
4001.1,5000,0.216454545454545,-10,23.0995380092398,1.219,0.329190333473331
4002.1,5000,0.216454545454545,-10,23.0995380092398,1.326,0.342625024779504
4003.1,5000,0.216454545454545,-10,23.0995380092398,1.393,0.341197473330533
4004.1,5000,0.216454545454545,-10,23.0995380092398,1.307,0.342033676606468
4005.1,5000,0.216454545454545,-10,23.0995380092398,1.312,0.341206713145737
4006.1,5000,0.216454545454545,-10,23.0995380092398,1.375,0.330252912221756
4007.1,5000,0.216454545454545,-10,23.0995380092398,1.308,0.329430568668627
4008.1,5000,0.216454545454545,-10,23.0995380092398,1.194,0.342661984040319
4009.1,5000,0.216454545454545,-10,23.0995380092398,1.291,0.329647704325913
4010.1,5000,0.216454545454545,-10,23.0995380092398,1.199,0.34256496598068
4101.1,6000,0.259745454545455,-10,23.0995380092398,1.412,0.279711924611508
4102.1,6000,0.259745454545455,-10,23.0995380092398,1.309,0.2689436899762
4103.1,6000,0.259745454545455,-10,23.0995380092398,1.34,0.279711924611508
4104.1,6000,0.259745454545455,-10,23.0995380092398,1.363,0.279711924611508
4105.1,6000,0.259745454545455,-10,23.0995380092398,1.328,0.267665515539689
4106.1,6000,0.259745454545455,-10,23.0995380092398,1.489,0.279711924611508
4107.1,6000,0.259745454545455,-10,23.0995380092398,1.386,0.279711924611508
4108.1,6000,0.259745454545455,-10,23.0995380092398,1.424,0.279711924611508
4109.1,6000,0.259745454545455,-10,23.0995380092398,1.329,0.267757913691726
4110.1,6000,0.259745454545455,-10,23.0995380092398,1.361,0.267757913691726
1001.2,3000,0.1667,-10,17.996400719856,0.69,0.274939478104379
1002.2,3000,0.1667,-10,17.996400719856,0.751,0.273175830833833
1003.2,3000,0.1667,-10,17.996400719856,0.769,0.273055854829034
1004.2,3000,0.1667,-10,17.996400719856,0.873,0.271388188362328
1005.2,3000,0.1667,-10,17.996400719856,0.701,0.272222021595681
1006.2,3000,0.1667,-10,17.996400719856,0.84,0.270812303539292
1007.2,3000,0.1667,-10,17.996400719856,0.889,0.259444577084583
1008.2,3000,0.1667,-10,17.996400719856,0.838,0.271868092381524
1009.2,3000,0.1667,-10,17.996400719856,0.744,0.259216622675465
1010.2,3000,0.1667,-10,17.996400719856,0.526,0.259546556688662
1101.2,3500,0.1667,-10,20.995800839832,0.899,0.272664523095381
1102.2,3500,0.1667,-10,20.995800839832,1.037,0.272664523095381
1103.2,3500,0.1667,-10,20.995800839832,1.152,0.272664523095381
1104.2,3500,0.1667,-10,20.995800839832,1.135,0.271788698260348
1105.2,3500,0.1667,-10,20.995800839832,1.152,0.270199016196761
1106.2,3500,0.1667,-10,20.995800839832,1.108,0.270624931013797
1107.2,3500,0.1667,-10,20.995800839832,1.11,0.259491157768446
1108.2,3500,0.1667,-10,20.995800839832,1.146,0.270624931013797
1109.2,3500,0.1667,-10,20.995800839832,1.017,0.259491157768446
1110.2,3500,0.1667,-10,20.995800839832,1.12,0.270624931013797
1201.2,4000,0.1667,-10,23.995200959808,1.419,0.272806964607079
1202.2,4000,0.1667,-10,23.995200959808,1.38,0.262051115776845
1203.2,4000,0.1667,-10,23.995200959808,1.332,0.272806964607079
1204.2,4000,0.1667,-10,23.995200959808,1.369,0.272806964607079
1205.2,4000,0.1667,-10,23.995200959808,1.306,0.260503425314937
1206.2,4000,0.1667,-10,23.995200959808,1.212,0.272806964607079
1207.2,4000,0.1667,-10,23.995200959808,1.348,0.272321061787642
1208.2,4000,0.1667,-10,23.995200959808,1.31,0.262069112177565
1209.2,4000,0.1667,-10,23.995200959808,1.411,0.260299466106779
1210.2,4000,0.1667,-10,23.995200959808,1.352,0.272321061787642
1301.2,4750,0.1667,-10,28.494301139772,1.724,0.260689976004799
1302.2,4750,0.1667,-10,28.494301139772,1.638,0.260689976004799
1303.2,4750,0.1667,-10,28.494301139772,1.585,0.260689976004799
1304.2,4750,0.1667,-10,28.494301139772,1.622,0.271889736052789
1305.2,4750,0.1667,-10,28.494301139772,1.577,0.271889736052789
1306.2,4750,0.1667,-10,28.494301139772,1.619,0.259706172765447
1307.2,4750,0.1667,-10,28.494301139772,1.594,0.259706172765447
1308.2,4750,0.1667,-10,28.494301139772,1.552,0.271889736052789
1309.2,4750,0.1667,-10,28.494301139772,1.663,0.259706172765447
1310.2,4750,0.1667,-10,28.494301139772,1.558,0.259706172765447
1401.2,5000,0.1667,-10,29.99400119976,1.707,0.277402159568086
1402.2,5000,0.1667,-10,29.99400119976,1.668,0.275260587882424
1403.2,5000,0.1667,-10,29.99400119976,1.672,0.275260587882424
1404.2,5000,0.1667,-10,29.99400119976,1.571,0.275260587882424
